num_0,num_1,num_2,num_3,num_4,num_5,num_6,num_7,cat_0,cat_1,cat_2,churn
2.4631787534459,-0.1777306043388438,-3.097837492062475,-0.7252023170364186,2.895847565921035,-0.5625872982086189,-0.8179840940182862,-2.460158983748936,B,A,B,0
2.094274193605313,-2.264421722246693,-2.0820281816914727,0.32949892480311016,3.714636930075174,-1.260571743903599,-1.4661978894155867,-3.2651929829778674,A,A,A,0
-7.361266797349981,2.4632107967276617,3.7092255130636063,-1.0866432363297056,-3.817240788548926,0.4445389175191734,0.9064359727359668,-2.8930728569676463,C,B,A,0
4.579470757745707,-2.253837160076511,-2.7224555493901033,-1.5560110894536252,3.0032072882003624,-2.8872070657080977,-1.4317530568629726,-1.2187965293640233,B,A,C,0
2.6046690537991757,-0.6541089044371269,-1.4928546527519324,-0.7346317664460809,3.530143611377721,0.09621952351778318,-1.6801677983233114,-2.052384629877049,A,A,A,0
-4.8427589453372155,-1.2884173754149468,-1.064493055045792,1.7679597600623853,-2.107672863355472,-1.3512742200619372,3.030213909335836,-3.722366683725824,C,A,A,1
-6.2526533284623955,4.736942917633748,1.822706629174811,1.499440154507635,-6.296313979163673,-2.3331761118977195,-1.0642621884734862,1.057877451179253,B,B,A,0
2.416270429552754,-3.5465740245575925,-1.3800459419774391,0.8705775848969557,3.6557591474917523,-1.4946624299347524,-1.3171214572158338,-2.390042888396395,B,C,C,0
-0.22413968013992575,0.12526925622337737,-0.7964770289142935,2.524287360068021,-0.9702293965580965,-1.5961481275558294,-0.986129366905098,1.2360481033624269,A,B,B,0
-0.3598482798694253,-0.2863426455477094,-0.6321467563651878,-0.19648828797774143,0.31760995832160693,-0.39260580323056704,0.276124536965088,-1.3887709411891331,A,C,A,0
3.0986982048679175,-0.8070783309968745,-0.44805505574684756,-0.6792665270037053,3.518992838142804,0.3776344497621891,-2.228171767667501,-0.8030209843766991,A,B,C,0
-1.1278913958847316,-1.1748108952786585,1.6623298635391957,-0.2765351735591519,-0.3147389496087496,0.7825674251410285,1.0707430180519717,-0.20118934888415518,C,B,A,1
1.8838019836321582,1.5158643400252123,-1.5305120999158297,1.27913551085496,-0.9010843424218054,-2.3597161739533057,-2.2775793596133833,2.6383064884701706,B,A,C,0
2.8933672392477363,-1.5533833959459316,-0.5148418083044838,-1.6313286723902443,2.233451775265091,-1.4794945705933604,-1.4543909308219425,-0.785804229847114,C,B,A,0
6.087365261413671,-0.384409894515502,-3.336579296557462,-1.908056295162626,4.331307916835615,-1.430587844220348,-2.773339561107634,-0.7064137751484886,A,A,A,0
1.5743355188519543,0.09405829990310322,-2.4553206809870445,-0.12553047774334636,2.3646786669421553,0.8754054015548263,0.08333153808281879,-1.804355203968575,A,A,A,0
-2.487620020847072,-0.010900149555418626,1.927459517738798,-0.31583885807155365,-2.7199318178184524,-2.8376473319942663,-0.694965412897478,-0.03159771084666718,B,A,C,0
4.192332416850218,-1.7129445947243687,-0.7496936323431618,-2.414617840419318,1.812514718830714,-3.169595038424274,-2.116348898273228,0.20204860447268458,A,C,C,0
-1.3091067823791758,0.6290939374520216,-0.027451990130217485,1.569510464577859,-0.08069752685595954,-1.468474363106943,-2.086086286772791,-1.127673182486822,C,B,B,0
1.3079279061024756,0.7041772037387006,-1.218068562104896,-0.31035755167247436,1.5094435282370409,1.4436323799613482,-0.003549951388338579,-0.3608474347057863,B,C,A,0
-3.1246651119943167,0.5695842986806603,1.0898484185975814,1.222260336939733,-1.803034938996104,-1.466874448078439,-0.7709568348826924,-0.9888460219084292,B,C,A,0
-3.9343203106158473,-0.004588983148424264,1.9678549862502366,0.5666140649446931,-1.1631599622616897,-1.5596961426757496,-1.1478517414933471,-2.710806517179495,A,C,A,0
2.635999776332151,2.5615752924349837,0.0008510245575477082,-2.7872722420395712,-1.3185017131405015,-1.096916928146032,-1.3503839286762749,3.251291701975556,C,A,A,1
4.576838839414469,-3.908678986424645,-0.39475100841823263,1.3331905675967288,6.112994369575141,1.8799543662083527,-1.823812221194725,-0.7782367590645676,C,C,A,1
0.3301622387102536,-0.7322531866473717,2.5694793490829584,-1.4487020115390128,2.5197248105877805,3.1442213148661153,-0.4352375163975237,-1.0087994856433706,B,C,B,1
5.037953895932625,0.7337253337495018,-0.39698225366465056,1.2216476190286722,4.499888448228431,2.662676536410362,-3.8287311298881015,2.369183678128878,A,C,B,1
0.5471602604083002,1.7500797904515153,-2.5004073881651783,-1.8640023763866231,-0.5506649441389251,-0.8340280447180792,0.8532868021049873,-0.9898436898184501,A,A,C,0
1.7611455373044826,1.3904751070345327,-2.87091834436048,-0.5785110277639162,2.353840624859081,1.492941763021289,-0.057747653820563016,-1.6579457938169655,A,A,A,0
-1.8996471047001726,2.078123521989504,-0.2630998242885181,2.2668335538448083,-0.31825685423527345,0.8403368185103994,-1.1913230499191114,-0.420445339250084,A,C,A,0
1.03274133659839,0.11061442563867596,0.5532357322380506,-0.9673223414362686,1.2839073534876442,0.480171831370088,-1.1022299148028956,-0.2646692102768955,B,A,B,1
2.071056090674084,-1.03716152979231,-0.9468992292604855,-1.0726698129197438,1.3731143753016304,-1.041366605632376,-0.48286066187795096,-0.5306947462524294,B,A,A,0
-1.1066145200856128,-1.163812340634785,-1.2299311385597174,1.2844247321884121,1.159355327750266,0.10162040972932207,0.6802992955799076,-2.7528067237130696,C,A,B,0
-1.6706745830568042,-0.018320177265765958,-0.04444063276754395,2.736595446067377,-0.8335290930671061,-1.4157063552664302,-1.1887260670409727,-0.16533966098995367,A,A,B,0
